timestamp_utc,symbol,mode,price,action,position_before,position_after,trade_size,equity_before,equity_after,max_position_size,leverage,rolling_win_ratio,dynamic_risk_fraction
2025-11-22T03:29:07.376208+00:00,GOOGL,daily_once,299.6600036621094,1,34,34,0,10304.03,10304.03,5,1.7149289879502572,0.5,0.02652453153562047
